school_id,term_code,term_name,subject,course_number,crn,section_number,title,credits,credits_min,credits_max,credits_raw,instructional_method,campus,capacity,enrolled,waitlist_capacity,waitlist_count,cross_list_group,cross_list_capacity,cross_list_enrolled,meetings,instructors,extraction_failures,source_url,retrieved_at,last_confirmed_at
msudenver,202630,Spring 2026 (View Only),MUS,374F,31723,001,Violin Performance VI,3.0,3.0,3.0,3,In Person,Main,10,0,99,0,,,,W 1430-1520 King Center  Class,"Ficsor,Philip (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=2500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:46:10.2096910+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202630,Spring 2026 (View Only),MUS,474L,30967,001,Jazz Guitar Performance VIII,3.0,3.0,3.0,3,In Person,Main,10,0,99,0,,,,M 1430-1520 Kalamath Building  Class,"Devine,David (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=2500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:46:10.2096910+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202630,Spring 2026 (View Only),MUS,4950,34304,002,Senior Project,3.0,3.0,3.0,3,In Person,Main,10,1,0,0,,,,none - King Center  Class,"Macy,Elizabeth (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=2500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:46:10.2096910+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202630,Spring 2026 (View Only),PSY,3260,31080,002,The Psychology of Adolescence,3.0,3.0,3.0,3,Asynchronous Online,Online,35,33,99,0,,,,none - Online Course ONLINE Online,"Flournoy,Jane (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:46:18.7355560+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202630,Spring 2026 (View Only),RST,1200,32204,001,Basic Cooking Skills,3.0,3.0,3.0,3,In Person,Main,18,17,99,0,,,,T 1100-1350 Hospitality & Learning Center 106 Class,"Wilson,Patty (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:46:18.7355560+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202630,Spring 2026 (View Only),SM,4350,32091,002,Sport Analytics,3.0,3.0,3.0,3,Asynchronous Online,Main,37,35,99,0,,,,none - Online Course ONLINE Online,"Allen,Cody (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:46:18.7355560+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202630,Spring 2026 (View Only),SPA,1020,31625,001,Elementary Spanish II,5.0,5.0,5.0,5,In Person,Main,25,21,99,0,,,,TR 1230-1345 Plaza Building 306 Class,"Gallagher,Wendy (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:46:18.7355560+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202630,Spring 2026 (View Only),SWKM,6450,33900,040,Adv Clinical Social Work,3.0,3.0,3.0,3,Asynchronous Online,Online,18,15,99,0,,,,none - Online Course ONLINE Online,"Taylor,Adrianna (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202630&startDatepicker=&endDatepicker=&uniqueSessionId=dgde10be7e3f26&pageOffset=1500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:45:46.3834540+00:00,2026-09-12T17:15:32.2105840+00:00
msudenver,202640,Summer 2026 (View Only),ACC,2020,40103,001,Principles of Accounting II,3.0,3.0,3.0,3,Asynchronous Online,Online,30,22,99,0,,,,none - Online Course ONLINE Online,"Busila,Angela (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:50.3908450+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202640,Summer 2026 (View Only),ENG,1020,40017,004,Research and Argument Writing,3.0,3.0,3.0,3,Asynchronous Online,Online,22,18,15,0,,,,none - Online Course ONLINE Online,"Comcowich,Kelly (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:50.3908450+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202640,Summer 2026 (View Only),ENG,1020,40507,011,Research and Argument Writing,3.0,3.0,3.0,3,Asynchronous Online,Online,22,17,15,0,,,,none - Online Course ONLINE Online,"Cullen,Lissa (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:50.3908450+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202640,Summer 2026 (View Only),IND,390T,40800,001,AI in Design,3.0,3.0,3.0,3,Synchronous Online,Main,20,9,63,0,,,,TR 1600-2100 Online Course ONLINE Online,"Golenz,Douglas (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:50.3908450+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202640,Summer 2026 (View Only),LANG,3950,40705,STA,"VT: Self,Europe,Camino de Stgo",6.0,6.0,6.0,6,Study Abroad,Innovative & Lifelong Learning,25,13,0,0,,,,none - Off Campus Location  Study Abroad,"MacDonald,Lunden (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:54.2589070+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202640,Summer 2026 (View Only),PSY,3980,40391,001,Internship in Psychology,,1.0,3.0,1 TO 3,Asynchronous Online,Online,10,3,99,0,AE,30,16,none - Online Course ONLINE Online,"Hernandez,Jovan (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:54.2589070+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202640,Summer 2026 (View Only),SLHS,5240,40477,001,Fluency Disorders,2.0,2.0,2.0,2,Hybrid In Person,Main,25,25,99,0,,,,R 1000-1135 Plaza Building 310 Class,"Pollard,Ryan (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:54.2589070+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202640,Summer 2026 (View Only),SWK,3350,40844,040,SWK Experience,3.0,3.0,3.0,3,Asynchronous Online,Online,3,3,0,0,,,,none - Online Course ONLINE Online,"Decker,Barbara (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202640&startDatepicker=&endDatepicker=&uniqueSessionId=dg50b4a2c9cbe4&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:54.2589070+00:00,2026-09-12T17:14:09.0492140+00:00
msudenver,202650,Fall 2026,ACCM,5400,51196,001,Strategic Cost Management,3.0,3.0,3.0,3,Asynchronous Online,Online,30,21,99,0,,,,none - Online Course ONLINE Online,"Pleis,Letitia (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:00.3542400+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,AES,3520,51850,001,Comm Single-Engine Flight Lab,2.0,2.0,2.0,2,In Person,Main,200,34,99,0,,,,"none - Off Campus Location  Field Exp, Pract., Intern.","Kendall,Chad (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:25.4953310+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,AES,4860,51887,002,Aviation Safety,3.0,3.0,3.0,3,Asynchronous Online,Online,35,31,99,0,,,,none - Online Course ONLINE Online,"Lyle,Donald (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:25.4953310+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,BIO,1000,51412,009,Human Biology for Non-Majors,3.0,3.0,3.0,3,Asynchronous Online,Online,44,41,0,0,,,,none - Online Course ONLINE Online,"Haefele,Mark (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=0&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:25.4953310+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,COMM,1100,51324,032,Fundamentals of Oral Comm,3.0,3.0,3.0,3,Asynchronous Online,Online,30,28,99,0,,,,none - Online Course ONLINE Online,"Mukherjee,Parameswari (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:36.3423870+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,COMM,1100,52324,035,Fundamentals of Oral Comm,3.0,3.0,3.0,3,Asynchronous Online,Online,30,27,99,0,,,,none - Online Course ONLINE Online,"Lair,Danielle (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:36.3423870+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,ECE,3140,52441,001,Math and Science: Birth - 5,3.0,3.0,3.0,3,In Person,Main,25,24,99,0,,,,T 1400-1650 West Classroom Building 143 Class,"Shapland,Dorothy (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:48.1921700+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,ENG,1010,54570,068,Composing Arguments,3.0,3.0,3.0,3,Asynchronous Online,Online,22,20,15,0,,,,none - Online Course ONLINE Online,"Battistelli,Todd (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:48.1921700+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,ENG,3525,52802,001,Scholarly Writing,3.0,3.0,3.0,3,Asynchronous Online,Online,22,22,10,0,,,,none - Online Course ONLINE Online,"Parker,Jessica (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:48.1921700+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,ENG,463A,53888,001,VT Cinema Director: Hitchcock,4.0,4.0,4.0,4,Asynchronous Online,Online,26,17,10,0,,,,none - Online Course ONLINE Online,"Piturro,Vincent (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:48.1921700+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,ENV,3422,51506,001,Methods of Soil Analysis,1.0,1.0,1.0,1,In Person,Main,22,21,99,0,45,26,23,T 1000-1150 Science Building 2008 Class,"Schliemann,Sarah (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:43:48.1921700+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,HLDR,1040,52362,001,Hospitality & Tourism Tech,3.0,3.0,3.0,3,Asynchronous Online,Online,36,34,99,0,,,,none - Online Course ONLINE Online,"Aghbashian,Sam (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:00.3542400+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,MGT,2210,50331,002,Legal Environment of Bus I,3.0,3.0,3.0,3,In Person,Main,33,33,30,0,,,,MW 1400-1520 Administration Building 220 Class,"Clark,Michele (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=1500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:00.3542400+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,MTH,1101,51066,01A,College Algebra for Calc Lab,1.0,1.0,1.0,1,In Person,Main,12,12,99,0,,,,MW 1100-1150 Science Building 3005 Class,"Azeem,Sumbal (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=2000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:11.9618850+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,MUS,172A,52336,001,Private Voice II,2.0,2.0,2.0,2,In Person,Main,10,2,99,0,,,,W 1430-1520 King Center  Class,"Thompson,Bradley (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=2000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:11.9618850+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,MUS,274B,52015,002,Piano Performance IV,3.0,3.0,3.0,3,In Person,Main,10,1,99,0,,,,M 1430-1520 King Center  Class,"Friesen,Peter (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=2500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:23.5493390+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,PSY,2120,51011,004,Brain and Behavior,3.0,3.0,3.0,3,Hybrid In Person,Main,35,17,99,0,,,,W 1530-1645 Plaza Building M205 Class ; W 1530-1645 Plaza Building M205 Class ; W 1530-1645 Plaza Building M205 Class ; W 1530-1645 Plaza Building M205 Class ; W 1530-1645 Plaza Building M205 Class ; W - Class ; none - Online Course ONLINE Online,"Matthews,Alex (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:34.5288650+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,PSY,2210,52657,006,Psychology Human Development,3.0,3.0,3.0,3,Asynchronous Online,Online,36,32,99,0,,,,none - Online Course ONLINE Online,"Phillips DeZalia,Rebekah (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:34.5288650+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,PSY,3440,51166,002,Cravings & Addictions,3.0,3.0,3.0,3,Hybrid In Person,Main,35,19,99,0,,,,W 1230-1345 Plaza Building 307B Class ; W 1230-1345 Plaza Building 307B Class ; W 1230-1345 Plaza Building 307B Class ; none - Online Course ONLINE Online,"Hill,Katherine (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:34.5288650+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,RST,3110,53930,001,Food Science Lab,2.0,2.0,2.0,2,In Person,Main,18,5,99,0,,,,T 1400-1650 Hospitality & Learning Center 106 Class,"Watson,Jennifer (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:34.5288650+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,SOC,3740,53897,001,AI and Society,3.0,3.0,3.0,3,In Person,Main,21,10,0,0,,,,TR 1100-1215 Central Classroom Building 104 Class,"Monson,Melissa (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:34.5288650+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,SPA,4010,52945,001,Adv Spanish Writ & Grammar I,3.0,3.0,3.0,3,Asynchronous Online,Online,22,21,99,0,,,,none - Online Course ONLINE Online,"MacDonald,Lunden (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:34.5288650+00:00,2026-09-12T17:13:47.9353890+00:00
msudenver,202650,Fall 2026,SWKM,6725,53096,044,Advanced Internship Exp I,3.0,3.0,3.0,3,Synchronous Online,Online,12,11,99,0,,,,R 1800-1950 Online Course ONLINE Online,"Bossio,Natasha (primary)",,https://ssb.msudenver.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202650&startDatepicker=&endDatepicker=&uniqueSessionId=dgf9bd1cbc8ac6&pageOffset=2000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T15:44:11.9618850+00:00,2026-09-12T17:13:47.9353890+00:00
ucr,202110,Winter 2021 (View Only),BPSC,297,31550,44C,DIRECTED RESEARCH,,1.0,6.0,1 TO 6,In-Person,Riverside,30,0,0,0,,,,none - Research,"Close, Timothy (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=1000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:01.7150580+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),BUS,102,43502,001,ETHICS AND LAW IN BUSINESS AND SOCIETY,,0.0,4.0,0 OR 4,Online,Riverside,300,267,0,0,,,,MWF 0730-0820 Online ONLINE Lecture,"Jasso, Sean (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=1500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:05.9700290+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),CHEM,08LB,43646,023,ORGANIC CHEMISTRY LABORATORY,1.0,1.0,1.0,1,Online,Riverside,15,20,99,0,,,,T 0800-1150 Online ONLINE Laboratory,"Hayashi, Rena ; Casselman, Matthew (primary) ; Pham, Lan",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=2500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:15.0551160+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),CS,299,33370,14V,RESEARCH FOR THESIS OR DISSERTATION,,1.0,12.0,1 TO 12,In-Person,Riverside,10,2,0,0,,,,none - Research,"Vahid, Frank (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:19.2126130+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),DNCE,291,48874,66F,INDIVIDUAL STUDY IN COORDINATED AREAS,,1.0,12.0,1 TO 12,In-Person,Riverside,10,0,0,0,,,,none - Class,"Firmino-Castillo, Maria (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=3000&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:19.2126130+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),ECON,105A,43938,024,INTERMEDIATE MACROECONOMIC THEORY,,0.0,5.0,0 OR 5,Online,Riverside,29,26,0,0,,,,T 1700-1750 Online ONLINE Discussion,"Lu, Xinchan (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=3500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:23.1809200+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),EDUC,003,33836,002,IMAGINING TEACHING: SCIENCE/MATHEMATICS EMPHASIS,3.0,3.0,3.0,3,Online,Riverside,33,31,0,0,,,,W 1700-1850 Online ONLINE Lecture,"Bushong, Leslie ; Withey-Smith, Karen (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=3500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:23.1809200+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),ENSC,297,46276,B26,DIRECTED RESEARCH,,1.0,6.0,1 TO 6,In-Person,Riverside,30,1,0,0,,,,none - Research,"Bahreini, Roya (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=4500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:31.1706400+00:00,2026-09-12T17:41:40.7935490+00:00
ucr,202110,Winter 2021 (View Only),GEN,297,35572,22W,DIRECTED RESEARCH,,1.0,6.0,1 TO 6,In-Person,Riverside,30,0,999,0,,,,none - Research,"Walling, Linda (primary)",,https://registrationssb.ucr.edu/StudentRegistrationSsb/ssb/searchResults/searchResults?txt_term=202110&startDatepicker=&endDatepicker=&uniqueSessionId=dgff4089dc953e&pageOffset=5500&pageMaxSize=500&sortColumn=subjectDescription&sortDirection=asc,2026-09-12T16:14:38.8895620+00:00,2026-09-12T17:41:40.7935490+00:00
